ID,REGION,SITE,SITE_CODE,BLOCK,PROV,TREE,SEROT,COMBIN2,COMBIN3,com2sub,com3sub
12528,6,138,KLOK,2,30,9,0,KLOK:30,KLOK:30:2,9,7
10822,6,137,MONS,1,14,4,1,MONS:14,MONS:14:1,9,5
10823,6,137,MONS,1,14,5,1,MONS:14,MONS:14:1,9,5
10824,6,137,MONS,1,14,6,1,MONS:14,MONS:14:1,9,5
10826,6,137,MONS,1,14,8,1,MONS:14,MONS:14:1,9,5
10827,6,137,MONS,1,14,9,0,MONS:14,MONS:14:1,9,5
11359,6,137,MONS,2,14,1,1,MONS:14,MONS:14:2,9,4
11360,6,137,MONS,2,14,2,1,MONS:14,MONS:14:2,9,4
11361,6,137,MONS,2,14,3,1,MONS:14,MONS:14:2,9,4
11367,6,137,MONS,2,14,9,1,MONS:14,MONS:14:2,9,4
16365,8,148,NECK,1,40,3,1,NECK:40,NECK:40:1,9,3
16366,8,148,NECK,1,40,4,1,NECK:40,NECK:40:1,9,3
16371,8,148,NECK,1,40,9,1,NECK:40,NECK:40:1,9,3
16903,8,148,NECK,2,40,1,1,NECK:40,NECK:40:2,9,6
16904,8,148,NECK,2,40,2,1,NECK:40,NECK:40:2,9,6
16906,8,148,NECK,2,40,4,0,NECK:40,NECK:40:2,9,6
16907,8,148,NECK,2,40,5,1,NECK:40,NECK:40:2,9,6
16909,8,148,NECK,2,40,7,1,NECK:40,NECK:40:2,9,6
16911,8,148,NECK,2,40,9,1,NECK:40,NECK:40:2,9,6
20999,9,152,OTSA,1,120,2,1,OTSA:120,OTSA:120:1,9,5
21000,9,152,OTSA,1,120,3,1,OTSA:120,OTSA:120:1,9,5
21001,9,152,OTSA,1,120,4,1,OTSA:120,OTSA:120:1,9,5
21002,9,152,OTSA,1,120,5,1,OTSA:120,OTSA:120:1,9,5
21004,9,152,OTSA,1,120,7,1,OTSA:120,OTSA:120:1,9,5
21539,9,152,OTSA,2,120,2,1,OTSA:120,OTSA:120:2,9,4
21541,9,152,OTSA,2,120,4,1,OTSA:120,OTSA:120:2,9,4
21542,9,152,OTSA,2,120,5,1,OTSA:120,OTSA:120:2,9,4
21544,9,152,OTSA,2,120,7,1,OTSA:120,OTSA:120:2,9,4
20728,9,152,OTSA,1,50,1,1,OTSA:50,OTSA:50:1,9,7
20730,9,152,OTSA,1,50,3,1,OTSA:50,OTSA:50:1,9,7
20731,9,152,OTSA,1,50,4,1,OTSA:50,OTSA:50:1,9,7
20732,9,152,OTSA,1,50,5,1,OTSA:50,OTSA:50:1,9,7
20733,9,152,OTSA,1,50,6,1,OTSA:50,OTSA:50:1,9,7
20734,9,152,OTSA,1,50,7,1,OTSA:50,OTSA:50:1,9,7
20736,9,152,OTSA,1,50,9,1,OTSA:50,OTSA:50:1,9,7
21269,9,152,OTSA,2,50,2,1,OTSA:50,OTSA:50:2,9,2
21276,9,152,OTSA,2,50,9,1,OTSA:50,OTSA:50:2,9,2
20782,9,152,OTSA,1,59,1,1,OTSA:59,OTSA:59:1,9,6
20785,9,152,OTSA,1,59,4,1,OTSA:59,OTSA:59:1,9,6
20786,9,152,OTSA,1,59,5,1,OTSA:59,OTSA:59:1,9,6
20787,9,152,OTSA,1,59,6,1,OTSA:59,OTSA:59:1,9,6
20788,9,152,OTSA,1,59,7,1,OTSA:59,OTSA:59:1,9,6
20789,9,152,OTSA,1,59,8,1,OTSA:59,OTSA:59:1,9,6
21325,9,152,OTSA,2,59,4,1,OTSA:59,OTSA:59:2,9,3
21329,9,152,OTSA,2,59,8,1,OTSA:59,OTSA:59:2,9,3
21330,9,152,OTSA,2,59,9,1,OTSA:59,OTSA:59:2,9,3
20891,9,152,OTSA,1,88,2,1,OTSA:88,OTSA:88:1,9,6
20892,9,152,OTSA,1,88,3,1,OTSA:88,OTSA:88:1,9,6
20893,9,152,OTSA,1,88,4,1,OTSA:88,OTSA:88:1,9,6
20894,9,152,OTSA,1,88,5,1,OTSA:88,OTSA:88:1,9,6
20896,9,152,OTSA,1,88,7,1,OTSA:88,OTSA:88:1,9,6
20898,9,152,OTSA,1,88,9,1,OTSA:88,OTSA:88:1,9,6
21430,9,152,OTSA,2,88,1,1,OTSA:88,OTSA:88:2,9,3
21437,9,152,OTSA,2,88,8,1,OTSA:88,OTSA:88:2,9,3
21438,9,152,OTSA,2,88,9,1,OTSA:88,OTSA:88:2,9,3
27460,10,159,SAMN,1,119,1,1,SAMN:119,SAMN:119:1,9,5
27461,10,159,SAMN,1,119,2,1,SAMN:119,SAMN:119:1,9,5
27462,10,159,SAMN,1,119,3,1,SAMN:119,SAMN:119:1,9,5
27464,10,159,SAMN,1,119,5,1,SAMN:119,SAMN:119:1,9,5
27467,10,159,SAMN,1,119,8,1,SAMN:119,SAMN:119:1,9,5
28000,10,159,SAMN,2,119,1,1,SAMN:119,SAMN:119:2,9,4
28001,10,159,SAMN,2,119,2,1,SAMN:119,SAMN:119:2,9,4
28003,10,159,SAMN,2,119,4,1,SAMN:119,SAMN:119:2,9,4
28005,10,159,SAMN,2,119,6,1,SAMN:119,SAMN:119:2,9,4
27208,10,159,SAMN,1,41,1,1,SAMN:41,SAMN:41:1,9,6
27209,10,159,SAMN,1,41,2,1,SAMN:41,SAMN:41:1,9,6
27210,10,159,SAMN,1,41,3,1,SAMN:41,SAMN:41:1,9,6
27211,10,159,SAMN,1,41,4,1,SAMN:41,SAMN:41:1,9,6
27214,10,159,SAMN,1,41,7,1,SAMN:41,SAMN:41:1,9,6
27215,10,159,SAMN,1,41,8,1,SAMN:41,SAMN:41:1,9,6
27749,10,159,SAMN,2,41,2,1,SAMN:41,SAMN:41:2,9,3
27750,10,159,SAMN,2,41,3,1,SAMN:41,SAMN:41:2,9,3
27752,10,159,SAMN,2,41,5,1,SAMN:41,SAMN:41:2,9,3
27307,10,159,SAMN,1,66,1,1,SAMN:66,SAMN:66:1,9,6
27309,10,159,SAMN,1,66,3,1,SAMN:66,SAMN:66:1,9,6
27311,10,159,SAMN,1,66,5,1,SAMN:66,SAMN:66:1,9,6
27312,10,159,SAMN,1,66,6,1,SAMN:66,SAMN:66:1,9,6
27313,10,159,SAMN,1,66,7,1,SAMN:66,SAMN:66:1,9,6
27315,10,159,SAMN,1,66,9,1,SAMN:66,SAMN:66:1,9,6
27850,10,159,SAMN,2,66,4,1,SAMN:66,SAMN:66:2,9,3
27851,10,159,SAMN,2,66,5,1,SAMN:66,SAMN:66:2,9,3
27854,10,159,SAMN,2,66,8,1,SAMN:66,SAMN:66:2,9,3
27336,10,159,SAMN,1,69,3,1,SAMN:69,SAMN:69:1,9,4
27339,10,159,SAMN,1,69,6,1,SAMN:69,SAMN:69:1,9,4
27340,10,159,SAMN,1,69,7,1,SAMN:69,SAMN:69:1,9,4
27342,10,159,SAMN,1,69,9,1,SAMN:69,SAMN:69:1,9,4
27874,10,159,SAMN,2,69,1,1,SAMN:69,SAMN:69:2,9,5
27877,10,159,SAMN,2,69,4,1,SAMN:69,SAMN:69:2,9,5
27878,10,159,SAMN,2,69,5,1,SAMN:69,SAMN:69:2,9,5
27879,10,159,SAMN,2,69,6,1,SAMN:69,SAMN:69:2,9,5
27882,10,159,SAMN,2,69,9,1,SAMN:69,SAMN:69:2,9,5
5464,5,131,TIMY,1,19,1,1,TIMY:19,TIMY:19:1,9,4
5470,5,131,TIMY,1,19,7,0,TIMY:19,TIMY:19:1,9,4
5471,5,131,TIMY,1,19,8,0,TIMY:19,TIMY:19:1,9,4
5472,5,131,TIMY,1,19,9,0,TIMY:19,TIMY:19:1,9,4
6004,5,131,TIMY,2,19,1,1,TIMY:19,TIMY:19:2,9,5
6005,5,131,TIMY,2,19,2,1,TIMY:19,TIMY:19:2,9,5
6006,5,131,TIMY,2,19,3,1,TIMY:19,TIMY:19:2,9,5
6007,5,131,TIMY,2,19,4,1,TIMY:19,TIMY:19:2,9,5
6010,5,131,TIMY,2,19,7,1,TIMY:19,TIMY:19:2,9,5
5698,5,131,TIMY,1,69,1,0,TIMY:69,TIMY:69:1,9,5
5701,5,131,TIMY,1,69,4,0,TIMY:69,TIMY:69:1,9,5
5702,5,131,TIMY,1,69,5,0,TIMY:69,TIMY:69:1,9,5
5704,5,131,TIMY,1,69,7,1,TIMY:69,TIMY:69:1,9,5
5705,5,131,TIMY,1,69,8,1,TIMY:69,TIMY:69:1,9,5
6243,5,131,TIMY,2,69,6,0,TIMY:69,TIMY:69:2,9,4
6244,5,131,TIMY,2,69,7,1,TIMY:69,TIMY:69:2,9,4
6245,5,131,TIMY,2,69,8,0,TIMY:69,TIMY:69:2,9,4
6246,5,131,TIMY,2,69,9,0,TIMY:69,TIMY:69:2,9,4
22017,9,153,TZEN,1,102,3,1,TZEN:102,TZEN:102:1,9,5
22018,9,153,TZEN,1,102,4,1,TZEN:102,TZEN:102:1,9,5
22021,9,153,TZEN,1,102,7,1,TZEN:102,TZEN:102:1,9,5
22022,9,153,TZEN,1,102,8,1,TZEN:102,TZEN:102:1,9,5
22023,9,153,TZEN,1,102,9,1,TZEN:102,TZEN:102:1,9,5
22557,9,153,TZEN,2,102,3,1,TZEN:102,TZEN:102:2,9,4
22561,9,153,TZEN,2,102,7,1,TZEN:102,TZEN:102:2,9,4
22562,9,153,TZEN,2,102,8,1,TZEN:102,TZEN:102:2,9,4
22563,9,153,TZEN,2,102,9,1,TZEN:102,TZEN:102:2,9,4
22028,9,153,TZEN,1,103,5,1,TZEN:103,TZEN:103:1,9,3
22029,9,153,TZEN,1,103,6,1,TZEN:103,TZEN:103:1,9,3
22030,9,153,TZEN,1,103,7,1,TZEN:103,TZEN:103:1,9,3
22564,9,153,TZEN,2,103,1,1,TZEN:103,TZEN:103:2,9,6
22565,9,153,TZEN,2,103,2,1,TZEN:103,TZEN:103:2,9,6
22566,9,153,TZEN,2,103,3,1,TZEN:103,TZEN:103:2,9,6
22568,9,153,TZEN,2,103,5,1,TZEN:103,TZEN:103:2,9,6
22569,9,153,TZEN,2,103,6,1,TZEN:103,TZEN:103:2,9,6
22571,9,153,TZEN,2,103,8,1,TZEN:103,TZEN:103:2,9,6
21731,9,153,TZEN,1,34,5,1,TZEN:34,TZEN:34:1,9,2
21734,9,153,TZEN,1,34,8,1,TZEN:34,TZEN:34:1,9,2
22267,9,153,TZEN,2,34,1,1,TZEN:34,TZEN:34:2,9,7
22268,9,153,TZEN,2,34,2,1,TZEN:34,TZEN:34:2,9,7
22270,9,153,TZEN,2,34,4,1,TZEN:34,TZEN:34:2,9,7
22271,9,153,TZEN,2,34,5,1,TZEN:34,TZEN:34:2,9,7
22272,9,153,TZEN,2,34,6,1,TZEN:34,TZEN:34:2,9,7
22274,9,153,TZEN,2,34,8,1,TZEN:34,TZEN:34:2,9,7
22275,9,153,TZEN,2,34,9,1,TZEN:34,TZEN:34:2,9,7
21742,9,153,TZEN,1,36,7,1,TZEN:36,TZEN:36:1,9,2
21744,9,153,TZEN,1,36,9,1,TZEN:36,TZEN:36:1,9,2
22276,9,153,TZEN,2,36,1,1,TZEN:36,TZEN:36:2,9,7
22277,9,153,TZEN,2,36,2,1,TZEN:36,TZEN:36:2,9,7
22278,9,153,TZEN,2,36,3,1,TZEN:36,TZEN:36:2,9,7
22279,9,153,TZEN,2,36,4,1,TZEN:36,TZEN:36:2,9,7
22280,9,153,TZEN,2,36,5,1,TZEN:36,TZEN:36:2,9,7
22282,9,153,TZEN,2,36,7,1,TZEN:36,TZEN:36:2,9,7
22284,9,153,TZEN,2,36,9,1,TZEN:36,TZEN:36:2,9,7
21799,9,153,TZEN,1,47,1,1,TZEN:47,TZEN:47:1,9,3
21804,9,153,TZEN,1,47,6,1,TZEN:47,TZEN:47:1,9,3
21807,9,153,TZEN,1,47,9,1,TZEN:47,TZEN:47:1,9,3
22339,9,153,TZEN,2,47,1,1,TZEN:47,TZEN:47:2,9,6
22340,9,153,TZEN,2,47,2,1,TZEN:47,TZEN:47:2,9,6
22344,9,153,TZEN,2,47,6,1,TZEN:47,TZEN:47:2,9,6
22345,9,153,TZEN,2,47,7,1,TZEN:47,TZEN:47:2,9,6
22346,9,153,TZEN,2,47,8,1,TZEN:47,TZEN:47:2,9,6
22347,9,153,TZEN,2,47,9,1,TZEN:47,TZEN:47:2,9,6
17444,8,149,WHIT,1,40,2,1,WHIT:40,WHIT:40:1,9,3
17445,8,149,WHIT,1,40,3,1,WHIT:40,WHIT:40:1,9,3
17451,8,149,WHIT,1,40,9,1,WHIT:40,WHIT:40:1,9,3
17983,8,149,WHIT,2,40,1,1,WHIT:40,WHIT:40:2,9,6
17984,8,149,WHIT,2,40,2,1,WHIT:40,WHIT:40:2,9,6
17986,8,149,WHIT,2,40,4,1,WHIT:40,WHIT:40:2,9,6
17989,8,149,WHIT,2,40,7,1,WHIT:40,WHIT:40:2,9,6
17990,8,149,WHIT,2,40,8,1,WHIT:40,WHIT:40:2,9,6
17991,8,149,WHIT,2,40,9,1,WHIT:40,WHIT:40:2,9,6
22763,9,154,BART,1,20,2,1,BART:20,BART:20:1,10,5
22765,9,154,BART,1,20,4,1,BART:20,BART:20:1,10,5
22766,9,154,BART,1,20,5,1,BART:20,BART:20:1,10,5
22768,9,154,BART,1,20,7,1,BART:20,BART:20:1,10,5
22769,9,154,BART,1,20,8,1,BART:20,BART:20:1,10,5
23302,9,154,BART,2,20,1,1,BART:20,BART:20:2,10,5
23303,9,154,BART,2,20,2,1,BART:20,BART:20:2,10,5
23307,9,154,BART,2,20,6,1,BART:20,BART:20:2,10,5
23309,9,154,BART,2,20,8,1,BART:20,BART:20:2,10,5
23310,9,154,BART,2,20,9,1,BART:20,BART:20:2,10,5
127,2,116,BISN,1,42,1,0,BISN:42,BISN:42:1,10,6
130,2,116,BISN,1,42,4,0,BISN:42,BISN:42:1,10,6
131,2,116,BISN,1,42,5,1,BISN:42,BISN:42:1,10,6
132,2,116,BISN,1,42,6,1,BISN:42,BISN:42:1,10,6
133,2,116,BISN,1,42,7,1,BISN:42,BISN:42:1,10,6
134,2,116,BISN,1,42,8,1,BISN:42,BISN:42:1,10,6
668,2,116,BISN,2,42,2,0,BISN:42,BISN:42:2,10,4
670,2,116,BISN,2,42,4,1,BISN:42,BISN:42:2,10,4
673,2,116,BISN,2,42,7,1,BISN:42,BISN:42:2,10,4
675,2,116,BISN,2,42,9,0,BISN:42,BISN:42:2,10,4
145,2,116,BISN,1,44,1,0,BISN:44,BISN:44:1,10,5
146,2,116,BISN,1,44,2,0,BISN:44,BISN:44:1,10,5
147,2,116,BISN,1,44,3,1,BISN:44,BISN:44:1,10,5
150,2,116,BISN,1,44,6,0,BISN:44,BISN:44:1,10,5
153,2,116,BISN,1,44,9,1,BISN:44,BISN:44:1,10,5
685,2,116,BISN,2,44,1,1,BISN:44,BISN:44:2,10,5
686,2,116,BISN,2,44,2,1,BISN:44,BISN:44:2,10,5
688,2,116,BISN,2,44,4,0,BISN:44,BISN:44:2,10,5
690,2,116,BISN,2,44,6,0,BISN:44,BISN:44:2,10,5
693,2,116,BISN,2,44,9,0,BISN:44,BISN:44:2,10,5
227,2,116,BISN,1,62,2,0,BISN:62,BISN:62:1,10,5
229,2,116,BISN,1,62,4,0,BISN:62,BISN:62:1,10,5
231,2,116,BISN,1,62,6,0,BISN:62,BISN:62:1,10,5
233,2,116,BISN,1,62,8,1,BISN:62,BISN:62:1,10,5
234,2,116,BISN,1,62,9,1,BISN:62,BISN:62:1,10,5
766,2,116,BISN,2,62,1,1,BISN:62,BISN:62:2,10,5
768,2,116,BISN,2,62,3,1,BISN:62,BISN:62:2,10,5
769,2,116,BISN,2,62,4,1,BISN:62,BISN:62:2,10,5
771,2,116,BISN,2,62,6,0,BISN:62,BISN:62:2,10,5
774,2,116,BISN,2,62,9,1,BISN:62,BISN:62:2,10,5
235,2,116,BISN,1,63,1,0,BISN:63,BISN:63:1,10,5
236,2,116,BISN,1,63,2,0,BISN:63,BISN:63:1,10,5
239,2,116,BISN,1,63,5,1,BISN:63,BISN:63:1,10,5
240,2,116,BISN,1,63,6,1,BISN:63,BISN:63:1,10,5
241,2,116,BISN,1,63,7,0,BISN:63,BISN:63:1,10,5
776,2,116,BISN,2,63,2,1,BISN:63,BISN:63:2,10,5
777,2,116,BISN,2,63,3,0,BISN:63,BISN:63:2,10,5
778,2,116,BISN,2,63,4,0,BISN:63,BISN:63:2,10,5
779,2,116,BISN,2,63,5,1,BISN:63,BISN:63:2,10,5
781,2,116,BISN,2,63,7,1,BISN:63,BISN:63:2,10,5
244,2,116,BISN,1,65,1,1,BISN:65,BISN:65:1,10,7
245,2,116,BISN,1,65,2,0,BISN:65,BISN:65:1,10,7
246,2,116,BISN,1,65,3,0,BISN:65,BISN:65:1,10,7
248,2,116,BISN,1,65,5,0,BISN:65,BISN:65:1,10,7
249,2,116,BISN,1,65,6,0,BISN:65,BISN:65:1,10,7
250,2,116,BISN,1,65,7,0,BISN:65,BISN:65:1,10,7
251,2,116,BISN,1,65,8,0,BISN:65,BISN:65:1,10,7
784,2,116,BISN,2,65,1,1,BISN:65,BISN:65:2,10,3
788,2,116,BISN,2,65,5,0,BISN:65,BISN:65:2,10,3
790,2,116,BISN,2,65,7,0,BISN:65,BISN:65:2,10,3
24967,10,156,CARP,1,27,1,1,CARP:27,CARP:27:1,10,7
24968,10,156,CARP,1,27,2,1,CARP:27,CARP:27:1,10,7
24969,10,156,CARP,1,27,3,1,CARP:27,CARP:27:1,10,7
24970,10,156,CARP,1,27,4,1,CARP:27,CARP:27:1,10,7
24971,10,156,CARP,1,27,5,1,CARP:27,CARP:27:1,10,7
24973,10,156,CARP,1,27,7,1,CARP:27,CARP:27:1,10,7
24975,10,156,CARP,1,27,9,1,CARP:27,CARP:27:1,10,7
25507,10,156,CARP,2,27,1,1,CARP:27,CARP:27:2,10,3
25511,10,156,CARP,2,27,5,1,CARP:27,CARP:27:2,10,3
25514,10,156,CARP,2,27,8,1,CARP:27,CARP:27:2,10,3
24976,10,156,CARP,1,28,1,1,CARP:28,CARP:28:1,10,5
24977,10,156,CARP,1,28,2,1,CARP:28,CARP:28:1,10,5
24978,10,156,CARP,1,28,3,1,CARP:28,CARP:28:1,10,5
24981,10,156,CARP,1,28,6,1,CARP:28,CARP:28:1,10,5
24983,10,156,CARP,1,28,8,1,CARP:28,CARP:28:1,10,5
25516,10,156,CARP,2,28,1,1,CARP:28,CARP:28:2,10,5
25518,10,156,CARP,2,28,3,1,CARP:28,CARP:28:2,10,5
25519,10,156,CARP,2,28,4,1,CARP:28,CARP:28:2,10,5
25521,10,156,CARP,2,28,6,1,CARP:28,CARP:28:2,10,5
25523,10,156,CARP,2,28,8,1,CARP:28,CARP:28:2,10,5
15340,8,147,CMP4,1,47,4,1,CMP4:47,CMP4:47:1,10,3
15342,8,147,CMP4,1,47,6,1,CMP4:47,CMP4:47:1,10,3
15343,8,147,CMP4,1,47,7,1,CMP4:47,CMP4:47:1,10,3
15877,8,147,CMP4,2,47,1,1,CMP4:47,CMP4:47:2,10,7
15880,8,147,CMP4,2,47,4,1,CMP4:47,CMP4:47:2,10,7
15881,8,147,CMP4,2,47,5,1,CMP4:47,CMP4:47:2,10,7
15882,8,147,CMP4,2,47,6,1,CMP4:47,CMP4:47:2,10,7
15883,8,147,CMP4,2,47,7,1,CMP4:47,CMP4:47:2,10,7
15884,8,147,CMP4,2,47,8,1,CMP4:47,CMP4:47:2,10,7
15885,8,147,CMP4,2,47,9,1,CMP4:47,CMP4:47:2,10,7
15392,8,147,CMP4,1,59,2,1,CMP4:59,CMP4:59:1,10,5
15393,8,147,CMP4,1,59,3,1,CMP4:59,CMP4:59:1,10,5
15394,8,147,CMP4,1,59,4,1,CMP4:59,CMP4:59:1,10,5
15395,8,147,CMP4,1,59,5,1,CMP4:59,CMP4:59:1,10,5
15397,8,147,CMP4,1,59,7,1,CMP4:59,CMP4:59:1,10,5
15931,8,147,CMP4,2,59,1,1,CMP4:59,CMP4:59:2,10,5
15935,8,147,CMP4,2,59,5,1,CMP4:59,CMP4:59:2,10,5
15937,8,147,CMP4,2,59,7,1,CMP4:59,CMP4:59:2,10,5
15938,8,147,CMP4,2,59,8,1,CMP4:59,CMP4:59:2,10,5
15939,8,147,CMP4,2,59,9,1,CMP4:59,CMP4:59:2,10,5
2242,3,121,COMM,1,26,1,1,COMM:26,COMM:26:1,10,6
2244,3,121,COMM,1,26,3,1,COMM:26,COMM:26:1,10,6
2245,3,121,COMM,1,26,4,1,COMM:26,COMM:26:1,10,6
2247,3,121,COMM,1,26,6,1,COMM:26,COMM:26:1,10,6
2248,3,121,COMM,1,26,7,1,COMM:26,COMM:26:1,10,6
2249,3,121,COMM,1,26,8,1,COMM:26,COMM:26:1,10,6
2784,3,121,COMM,2,26,3,1,COMM:26,COMM:26:2,10,4
2785,3,121,COMM,2,26,4,1,COMM:26,COMM:26:2,10,4
2786,3,121,COMM,2,26,5,1,COMM:26,COMM:26:2,10,4
2790,3,121,COMM,2,26,9,1,COMM:26,COMM:26:2,10,4
2278,3,121,COMM,1,35,1,1,COMM:35,COMM:35:1,10,6
2281,3,121,COMM,1,35,4,1,COMM:35,COMM:35:1,10,6
2282,3,121,COMM,1,35,5,1,COMM:35,COMM:35:1,10,6
2283,3,121,COMM,1,35,6,1,COMM:35,COMM:35:1,10,6
2284,3,121,COMM,1,35,7,1,COMM:35,COMM:35:1,10,6
2285,3,121,COMM,1,35,8,1,COMM:35,COMM:35:1,10,6
2819,3,121,COMM,2,35,2,1,COMM:35,COMM:35:2,10,4
2820,3,121,COMM,2,35,3,1,COMM:35,COMM:35:2,10,4
2821,3,121,COMM,2,35,4,1,COMM:35,COMM:35:2,10,4
2822,3,121,COMM,2,35,5,1,COMM:35,COMM:35:2,10,4
2289,3,121,COMM,1,41,3,1,COMM:41,COMM:41:1,10,5
2290,3,121,COMM,1,41,4,1,COMM:41,COMM:41:1,10,5
2293,3,121,COMM,1,41,7,1,COMM:41,COMM:41:1,10,5
2294,3,121,COMM,1,41,8,1,COMM:41,COMM:41:1,10,5
2295,3,121,COMM,1,41,9,1,COMM:41,COMM:41:1,10,5
2828,3,121,COMM,2,41,2,1,COMM:41,COMM:41:2,10,5
2831,3,121,COMM,2,41,5,1,COMM:41,COMM:41:2,10,5
2832,3,121,COMM,2,41,6,1,COMM:41,COMM:41:2,10,5
2833,3,121,COMM,2,41,7,1,COMM:41,COMM:41:2,10,5
2835,3,121,COMM,2,41,9,1,COMM:41,COMM:41:2,10,5
2413,3,121,COMM,1,68,1,1,COMM:68,COMM:68:1,10,6
2414,3,121,COMM,1,68,2,1,COMM:68,COMM:68:1,10,6
2415,3,121,COMM,1,68,3,1,COMM:68,COMM:68:1,10,6
2416,3,121,COMM,1,68,4,1,COMM:68,COMM:68:1,10,6
2420,3,121,COMM,1,68,8,1,COMM:68,COMM:68:1,10,6
2421,3,121,COMM,1,68,9,1,COMM:68,COMM:68:1,10,6
2957,3,121,COMM,2,68,5,1,COMM:68,COMM:68:2,10,4
2958,3,121,COMM,2,68,6,1,COMM:68,COMM:68:2,10,4
2960,3,121,COMM,2,68,8,1,COMM:68,COMM:68:2,10,4
2961,3,121,COMM,2,68,9,1,COMM:68,COMM:68:2,10,4
2431,3,121,COMM,1,70,1,1,COMM:70,COMM:70:1,10,5
2433,3,121,COMM,1,70,3,1,COMM:70,COMM:70:1,10,5
2435,3,121,COMM,1,70,5,1,COMM:70,COMM:70:1,10,5
2437,3,121,COMM,1,70,7,1,COMM:70,COMM:70:1,10,5
2439,3,121,COMM,1,70,9,1,COMM:70,COMM:70:1,10,5
2971,3,121,COMM,2,70,1,1,COMM:70,COMM:70:2,10,5
2972,3,121,COMM,2,70,2,1,COMM:70,COMM:70:2,10,5
2974,3,121,COMM,2,70,4,1,COMM:70,COMM:70:2,10,5
2978,3,121,COMM,2,70,8,1,COMM:70,COMM:70:2,10,5
2979,3,121,COMM,2,70,9,1,COMM:70,COMM:70:2,10,5
18829,9,150,DECK,1,119,1,1,DECK:119,DECK:119:1,10,4
18831,9,150,DECK,1,119,3,1,DECK:119,DECK:119:1,10,4
18832,9,150,DECK,1,119,4,1,DECK:119,DECK:119:1,10,4
18835,9,150,DECK,1,119,7,1,DECK:119,DECK:119:1,10,4
19369,9,150,DECK,2,119,1,1,DECK:119,DECK:119:2,10,6
19370,9,150,DECK,2,119,2,1,DECK:119,DECK:119:2,10,6
19371,9,150,DECK,2,119,3,1,DECK:119,DECK:119:2,10,6
19372,9,150,DECK,2,119,4,1,DECK:119,DECK:119:2,10,6
19374,9,150,DECK,2,119,6,1,DECK:119,DECK:119:2,10,6
19375,9,150,DECK,2,119,7,1,DECK:119,DECK:119:2,10,6
18506,9,150,DECK,1,37,2,1,DECK:37,DECK:37:1,10,4
18508,9,150,DECK,1,37,4,1,DECK:37,DECK:37:1,10,4
18509,9,150,DECK,1,37,5,1,DECK:37,DECK:37:1,10,4
18512,9,150,DECK,1,37,8,1,DECK:37,DECK:37:1,10,4
19045,9,150,DECK,2,37,1,1,DECK:37,DECK:37:2,10,6
19047,9,150,DECK,2,37,3,1,DECK:37,DECK:37:2,10,6
19048,9,150,DECK,2,37,4,1,DECK:37,DECK:37:2,10,6
19050,9,150,DECK,2,37,6,1,DECK:37,DECK:37:2,10,6
19051,9,150,DECK,2,37,7,1,DECK:37,DECK:37:2,10,6
19052,9,150,DECK,2,37,8,1,DECK:37,DECK:37:2,10,6
18559,9,150,DECK,1,47,1,1,DECK:47,DECK:47:1,10,4
18560,9,150,DECK,1,47,2,1,DECK:47,DECK:47:1,10,4
18562,9,150,DECK,1,47,4,1,DECK:47,DECK:47:1,10,4
18565,9,150,DECK,1,47,7,1,DECK:47,DECK:47:1,10,4
19100,9,150,DECK,2,47,2,1,DECK:47,DECK:47:2,10,6
19101,9,150,DECK,2,47,3,1,DECK:47,DECK:47:2,10,6
19103,9,150,DECK,2,47,5,1,DECK:47,DECK:47:2,10,6
19104,9,150,DECK,2,47,6,1,DECK:47,DECK:47:2,10,6
19105,9,150,DECK,2,47,7,1,DECK:47,DECK:47:2,10,6
19107,9,150,DECK,2,47,9,1,DECK:47,DECK:47:2,10,6
18568,9,150,DECK,1,50,1,0,DECK:50,DECK:50:1,10,7
18569,9,150,DECK,1,50,2,0,DECK:50,DECK:50:1,10,7
18570,9,150,DECK,1,50,3,1,DECK:50,DECK:50:1,10,7
18571,9,150,DECK,1,50,4,0,DECK:50,DECK:50:1,10,7
18572,9,150,DECK,1,50,5,0,DECK:50,DECK:50:1,10,7
18574,9,150,DECK,1,50,7,1,DECK:50,DECK:50:1,10,7
18575,9,150,DECK,1,50,8,0,DECK:50,DECK:50:1,10,7
19108,9,150,DECK,2,50,1,1,DECK:50,DECK:50:2,10,3
19111,9,150,DECK,2,50,4,1,DECK:50,DECK:50:2,10,3
19116,9,150,DECK,2,50,9,1,DECK:50,DECK:50:2,10,3
18712,9,150,DECK,1,83,1,1,DECK:83,DECK:83:1,10,6
18713,9,150,DECK,1,83,2,1,DECK:83,DECK:83:1,10,6
18715,9,150,DECK,1,83,4,1,DECK:83,DECK:83:1,10,6
18718,9,150,DECK,1,83,7,1,DECK:83,DECK:83:1,10,6
18719,9,150,DECK,1,83,8,1,DECK:83,DECK:83:1,10,6
18720,9,150,DECK,1,83,9,1,DECK:83,DECK:83:1,10,6
19253,9,150,DECK,2,83,2,1,DECK:83,DECK:83:2,10,4
19257,9,150,DECK,2,83,6,1,DECK:83,DECK:83:2,10,4
19258,9,150,DECK,2,83,7,1,DECK:83,DECK:83:2,10,4
19260,9,150,DECK,2,83,9,1,DECK:83,DECK:83:2,10,4
18724,9,150,DECK,1,86,4,1,DECK:86,DECK:86:1,10,5
18725,9,150,DECK,1,86,5,1,DECK:86,DECK:86:1,10,5
