ID,REGION,SITE,SITE_CODE,BLOCK,PROV,TREE,SEROT,COMBIN2,COMBIN3,com2sub,com3sub
17973,8,149,WHIT,2,38,9,1,WHIT:38,WHIT:38:2,7,5
17461,8,149,WHIT,1,43,1,1,WHIT:43,WHIT:43:1,7,5
17463,8,149,WHIT,1,43,3,1,WHIT:43,WHIT:43:1,7,5
17465,8,149,WHIT,1,43,5,1,WHIT:43,WHIT:43:1,7,5
17467,8,149,WHIT,1,43,7,1,WHIT:43,WHIT:43:1,7,5
17469,8,149,WHIT,1,43,9,1,WHIT:43,WHIT:43:1,7,5
18002,8,149,WHIT,2,43,2,1,WHIT:43,WHIT:43:2,7,2
18003,8,149,WHIT,2,43,3,1,WHIT:43,WHIT:43:2,7,2
14467,8,146,BAKR,1,104,4,0,BAKR:104,BAKR:104:1,8,2
14468,8,146,BAKR,1,104,5,0,BAKR:104,BAKR:104:1,8,2
15005,8,146,BAKR,2,104,2,1,BAKR:104,BAKR:104:2,8,6
15006,8,146,BAKR,2,104,3,0,BAKR:104,BAKR:104:2,8,6
15007,8,146,BAKR,2,104,4,1,BAKR:104,BAKR:104:2,8,6
15008,8,146,BAKR,2,104,5,1,BAKR:104,BAKR:104:2,8,6
15010,8,146,BAKR,2,104,7,1,BAKR:104,BAKR:104:2,8,6
15012,8,146,BAKR,2,104,9,1,BAKR:104,BAKR:104:2,8,6
14113,8,146,BAKR,1,20,1,1,BAKR:20,BAKR:20:1,8,5
14114,8,146,BAKR,1,20,2,1,BAKR:20,BAKR:20:1,8,5
14115,8,146,BAKR,1,20,3,0,BAKR:20,BAKR:20:1,8,5
14117,8,146,BAKR,1,20,5,0,BAKR:20,BAKR:20:1,8,5
14118,8,146,BAKR,1,20,6,0,BAKR:20,BAKR:20:1,8,5
14654,8,146,BAKR,2,20,2,1,BAKR:20,BAKR:20:2,8,3
14658,8,146,BAKR,2,20,6,0,BAKR:20,BAKR:20:2,8,3
14659,8,146,BAKR,2,20,7,0,BAKR:20,BAKR:20:2,8,3
14269,8,146,BAKR,1,51,4,0,BAKR:51,BAKR:51:1,8,5
14270,8,146,BAKR,1,51,5,0,BAKR:51,BAKR:51:1,8,5
14271,8,146,BAKR,1,51,6,0,BAKR:51,BAKR:51:1,8,5
14272,8,146,BAKR,1,51,7,0,BAKR:51,BAKR:51:1,8,5
14273,8,146,BAKR,1,51,8,0,BAKR:51,BAKR:51:1,8,5
14809,8,146,BAKR,2,51,4,0,BAKR:51,BAKR:51:2,8,3
14812,8,146,BAKR,2,51,7,0,BAKR:51,BAKR:51:2,8,3
14814,8,146,BAKR,2,51,9,0,BAKR:51,BAKR:51:2,8,3
22835,9,154,BART,1,41,2,1,BART:41,BART:41:1,8,2
22838,9,154,BART,1,41,5,1,BART:41,BART:41:1,8,2
23374,9,154,BART,2,41,1,1,BART:41,BART:41:2,8,6
23375,9,154,BART,2,41,2,1,BART:41,BART:41:2,8,6
23376,9,154,BART,2,41,3,1,BART:41,BART:41:2,8,6
23378,9,154,BART,2,41,5,1,BART:41,BART:41:2,8,6
23379,9,154,BART,2,41,6,1,BART:41,BART:41:2,8,6
23382,9,154,BART,2,41,9,1,BART:41,BART:41:2,8,6
23071,9,154,BART,1,95,4,1,BART:95,BART:95:1,8,3
23072,9,154,BART,1,95,5,1,BART:95,BART:95:1,8,3
23076,9,154,BART,1,95,9,1,BART:95,BART:95:1,8,3
23611,9,154,BART,2,95,4,1,BART:95,BART:95:2,8,5
23612,9,154,BART,2,95,5,1,BART:95,BART:95:2,8,5
23613,9,154,BART,2,95,6,1,BART:95,BART:95:2,8,5
23615,9,154,BART,2,95,8,1,BART:95,BART:95:2,8,5
23616,9,154,BART,2,95,9,1,BART:95,BART:95:2,8,5
381,2,116,BISN,1,106,3,0,BISN:106,BISN:106:1,8,4
383,2,116,BISN,1,106,5,1,BISN:106,BISN:106:1,8,4
386,2,116,BISN,1,106,8,1,BISN:106,BISN:106:1,8,4
387,2,116,BISN,1,106,9,1,BISN:106,BISN:106:1,8,4
920,2,116,BISN,2,106,2,0,BISN:106,BISN:106:2,8,4
921,2,116,BISN,2,106,3,1,BISN:106,BISN:106:2,8,4
922,2,116,BISN,2,106,4,0,BISN:106,BISN:106:2,8,4
927,2,116,BISN,2,106,9,0,BISN:106,BISN:106:2,8,4
460,2,116,BISN,1,144,1,1,BISN:144,BISN:144:1,8,4
461,2,116,BISN,1,144,2,1,BISN:144,BISN:144:1,8,4
466,2,116,BISN,1,144,7,1,BISN:144,BISN:144:1,8,4
467,2,116,BISN,1,144,8,1,BISN:144,BISN:144:1,8,4
1000,2,116,BISN,2,144,1,1,BISN:144,BISN:144:2,8,4
1004,2,116,BISN,2,144,5,1,BISN:144,BISN:144:2,8,4
1005,2,116,BISN,2,144,6,1,BISN:144,BISN:144:2,8,4
1006,2,116,BISN,2,144,7,1,BISN:144,BISN:144:2,8,4
42,2,116,BISN,1,15,6,1,BISN:15,BISN:15:1,8,2
45,2,116,BISN,1,15,9,0,BISN:15,BISN:15:1,8,2
577,2,116,BISN,2,15,1,0,BISN:15,BISN:15:2,8,6
578,2,116,BISN,2,15,2,0,BISN:15,BISN:15:2,8,6
580,2,116,BISN,2,15,4,0,BISN:15,BISN:15:2,8,6
581,2,116,BISN,2,15,5,1,BISN:15,BISN:15:2,8,6
583,2,116,BISN,2,15,7,0,BISN:15,BISN:15:2,8,6
584,2,116,BISN,2,15,8,0,BISN:15,BISN:15:2,8,6
156,2,116,BISN,1,45,3,0,BISN:45,BISN:45:1,8,4
157,2,116,BISN,1,45,4,0,BISN:45,BISN:45:1,8,4
159,2,116,BISN,1,45,6,0,BISN:45,BISN:45:1,8,4
161,2,116,BISN,1,45,8,0,BISN:45,BISN:45:1,8,4
694,2,116,BISN,2,45,1,0,BISN:45,BISN:45:2,8,4
697,2,116,BISN,2,45,4,1,BISN:45,BISN:45:2,8,4
700,2,116,BISN,2,45,7,0,BISN:45,BISN:45:2,8,4
701,2,116,BISN,2,45,8,0,BISN:45,BISN:45:2,8,4
190,2,116,BISN,1,56,1,0,BISN:56,BISN:56:1,8,6
192,2,116,BISN,1,56,3,0,BISN:56,BISN:56:1,8,6
193,2,116,BISN,1,56,4,0,BISN:56,BISN:56:1,8,6
194,2,116,BISN,1,56,5,1,BISN:56,BISN:56:1,8,6
195,2,116,BISN,1,56,6,0,BISN:56,BISN:56:1,8,6
196,2,116,BISN,1,56,7,0,BISN:56,BISN:56:1,8,6
733,2,116,BISN,2,56,4,0,BISN:56,BISN:56:2,8,2
736,2,116,BISN,2,56,7,1,BISN:56,BISN:56:2,8,2
199,2,116,BISN,1,57,1,1,BISN:57,BISN:57:1,8,4
201,2,116,BISN,1,57,3,1,BISN:57,BISN:57:1,8,4
204,2,116,BISN,1,57,6,1,BISN:57,BISN:57:1,8,4
207,2,116,BISN,1,57,9,1,BISN:57,BISN:57:1,8,4
739,2,116,BISN,2,57,1,1,BISN:57,BISN:57:2,8,4
743,2,116,BISN,2,57,5,0,BISN:57,BISN:57:2,8,4
745,2,116,BISN,2,57,7,1,BISN:57,BISN:57:2,8,4
746,2,116,BISN,2,57,8,1,BISN:57,BISN:57:2,8,4
208,2,116,BISN,1,60,1,0,BISN:60,BISN:60:1,8,4
209,2,116,BISN,1,60,2,1,BISN:60,BISN:60:1,8,4
210,2,116,BISN,1,60,3,0,BISN:60,BISN:60:1,8,4
213,2,116,BISN,1,60,6,0,BISN:60,BISN:60:1,8,4
753,2,116,BISN,2,60,6,0,BISN:60,BISN:60:2,8,4
754,2,116,BISN,2,60,7,1,BISN:60,BISN:60:2,8,4
755,2,116,BISN,2,60,8,1,BISN:60,BISN:60:2,8,4
756,2,116,BISN,2,60,9,0,BISN:60,BISN:60:2,8,4
219,2,116,BISN,1,61,3,1,BISN:61,BISN:61:1,8,5
221,2,116,BISN,1,61,5,0,BISN:61,BISN:61:1,8,5
222,2,116,BISN,1,61,6,1,BISN:61,BISN:61:1,8,5
224,2,116,BISN,1,61,8,0,BISN:61,BISN:61:1,8,5
225,2,116,BISN,1,61,9,1,BISN:61,BISN:61:1,8,5
760,2,116,BISN,2,61,4,0,BISN:61,BISN:61:2,8,3
761,2,116,BISN,2,61,5,1,BISN:61,BISN:61:2,8,3
764,2,116,BISN,2,61,8,0,BISN:61,BISN:61:2,8,3
23762,10,155,BLAC,1,1,2,1,BLAC:1,BLAC:1:1,8,4
23764,10,155,BLAC,1,1,4,1,BLAC:1,BLAC:1:1,8,4
23765,10,155,BLAC,1,1,5,1,BLAC:1,BLAC:1:1,8,4
23767,10,155,BLAC,1,1,7,1,BLAC:1,BLAC:1:1,8,4
24305,10,155,BLAC,2,1,5,0,BLAC:1,BLAC:1:2,8,4
24306,10,155,BLAC,2,1,6,0,BLAC:1,BLAC:1:2,8,4
24307,10,155,BLAC,2,1,7,0,BLAC:1,BLAC:1:2,8,4
24308,10,155,BLAC,2,1,8,1,BLAC:1,BLAC:1:2,8,4
24213,10,155,BLAC,1,106,3,1,BLAC:106,BLAC:106:1,8,4
24215,10,155,BLAC,1,106,5,1,BLAC:106,BLAC:106:1,8,4
24216,10,155,BLAC,1,106,6,1,BLAC:106,BLAC:106:1,8,4
24217,10,155,BLAC,1,106,7,1,BLAC:106,BLAC:106:1,8,4
24754,10,155,BLAC,2,106,4,1,BLAC:106,BLAC:106:2,8,4
24755,10,155,BLAC,2,106,5,1,BLAC:106,BLAC:106:2,8,4
24757,10,155,BLAC,2,106,7,1,BLAC:106,BLAC:106:2,8,4
24759,10,155,BLAC,2,106,9,1,BLAC:106,BLAC:106:2,8,4
24239,10,155,BLAC,1,140,2,1,BLAC:140,BLAC:140:1,8,4
24242,10,155,BLAC,1,140,5,1,BLAC:140,BLAC:140:1,8,4
24244,10,155,BLAC,1,140,7,1,BLAC:140,BLAC:140:1,8,4
24245,10,155,BLAC,1,140,8,1,BLAC:140,BLAC:140:1,8,4
24778,10,155,BLAC,2,140,1,1,BLAC:140,BLAC:140:2,8,4
24780,10,155,BLAC,2,140,3,1,BLAC:140,BLAC:140:2,8,4
24783,10,155,BLAC,2,140,6,1,BLAC:140,BLAC:140:2,8,4
24785,10,155,BLAC,2,140,8,1,BLAC:140,BLAC:140:2,8,4
24248,10,155,BLAC,1,141,2,1,BLAC:141,BLAC:141:1,8,3
24249,10,155,BLAC,1,141,3,1,BLAC:141,BLAC:141:1,8,3
24251,10,155,BLAC,1,141,5,1,BLAC:141,BLAC:141:1,8,3
24789,10,155,BLAC,2,141,3,1,BLAC:141,BLAC:141:2,8,5
24792,10,155,BLAC,2,141,6,1,BLAC:141,BLAC:141:2,8,5
24793,10,155,BLAC,2,141,7,1,BLAC:141,BLAC:141:2,8,5
24794,10,155,BLAC,2,141,8,1,BLAC:141,BLAC:141:2,8,5
24795,10,155,BLAC,2,141,9,1,BLAC:141,BLAC:141:2,8,5
24292,10,155,BLAC,1,163,1,1,BLAC:163,BLAC:163:1,8,5
24296,10,155,BLAC,1,163,5,1,BLAC:163,BLAC:163:1,8,5
24297,10,155,BLAC,1,163,6,1,BLAC:163,BLAC:163:1,8,5
24298,10,155,BLAC,1,163,7,1,BLAC:163,BLAC:163:1,8,5
24299,10,155,BLAC,1,163,8,1,BLAC:163,BLAC:163:1,8,5
24837,10,155,BLAC,2,163,6,1,BLAC:163,BLAC:163:2,8,3
24838,10,155,BLAC,2,163,7,1,BLAC:163,BLAC:163:2,8,3
24839,10,155,BLAC,2,163,8,1,BLAC:163,BLAC:163:2,8,3
23914,10,155,BLAC,1,30,1,1,BLAC:30,BLAC:30:1,8,2
23915,10,155,BLAC,1,30,2,1,BLAC:30,BLAC:30:1,8,2
24454,10,155,BLAC,2,30,1,1,BLAC:30,BLAC:30:2,8,6
24455,10,155,BLAC,2,30,2,1,BLAC:30,BLAC:30:2,8,6
24456,10,155,BLAC,2,30,3,1,BLAC:30,BLAC:30:2,8,6
24458,10,155,BLAC,2,30,5,1,BLAC:30,BLAC:30:2,8,6
24459,10,155,BLAC,2,30,6,1,BLAC:30,BLAC:30:2,8,6
24461,10,155,BLAC,2,30,8,1,BLAC:30,BLAC:30:2,8,6
23959,10,155,BLAC,1,38,1,0,BLAC:38,BLAC:38:1,8,3
23962,10,155,BLAC,1,38,4,1,BLAC:38,BLAC:38:1,8,3
23966,10,155,BLAC,1,38,8,1,BLAC:38,BLAC:38:1,8,3
24499,10,155,BLAC,2,38,1,1,BLAC:38,BLAC:38:2,8,5
24503,10,155,BLAC,2,38,5,1,BLAC:38,BLAC:38:2,8,5
24504,10,155,BLAC,2,38,6,1,BLAC:38,BLAC:38:2,8,5
24505,10,155,BLAC,2,38,7,1,BLAC:38,BLAC:38:2,8,5
24506,10,155,BLAC,2,38,8,1,BLAC:38,BLAC:38:2,8,5
23991,10,155,BLAC,1,42,6,0,BLAC:42,BLAC:42:1,8,3
23993,10,155,BLAC,1,42,8,0,BLAC:42,BLAC:42:1,8,3
23994,10,155,BLAC,1,42,9,1,BLAC:42,BLAC:42:1,8,3
24527,10,155,BLAC,2,42,2,1,BLAC:42,BLAC:42:2,8,5
24529,10,155,BLAC,2,42,4,1,BLAC:42,BLAC:42:2,8,5
24530,10,155,BLAC,2,42,5,1,BLAC:42,BLAC:42:2,8,5
24531,10,155,BLAC,2,42,6,1,BLAC:42,BLAC:42:2,8,5
24533,10,155,BLAC,2,42,8,1,BLAC:42,BLAC:42:2,8,5
25246,10,156,CARP,1,101,1,1,CARP:101,CARP:101:1,8,6
25247,10,156,CARP,1,101,2,1,CARP:101,CARP:101:1,8,6
25248,10,156,CARP,1,101,3,1,CARP:101,CARP:101:1,8,6
25251,10,156,CARP,1,101,6,1,CARP:101,CARP:101:1,8,6
25252,10,156,CARP,1,101,7,1,CARP:101,CARP:101:1,8,6
25253,10,156,CARP,1,101,8,1,CARP:101,CARP:101:1,8,6
25788,10,156,CARP,2,101,3,1,CARP:101,CARP:101:2,8,2
25794,10,156,CARP,2,101,9,1,CARP:101,CARP:101:2,8,2
25264,10,156,CARP,1,103,1,1,CARP:103,CARP:103:1,8,3
25265,10,156,CARP,1,103,2,1,CARP:103,CARP:103:1,8,3
25271,10,156,CARP,1,103,8,1,CARP:103,CARP:103:1,8,3
25805,10,156,CARP,2,103,2,1,CARP:103,CARP:103:2,8,5
25807,10,156,CARP,2,103,4,1,CARP:103,CARP:103:2,8,5
25808,10,156,CARP,2,103,5,1,CARP:103,CARP:103:2,8,5
25809,10,156,CARP,2,103,6,1,CARP:103,CARP:103:2,8,5
25812,10,156,CARP,2,103,9,1,CARP:103,CARP:103:2,8,5
24997,10,156,CARP,1,30,4,1,CARP:30,CARP:30:1,8,3
24999,10,156,CARP,1,30,6,1,CARP:30,CARP:30:1,8,3
25000,10,156,CARP,1,30,7,1,CARP:30,CARP:30:1,8,3
25535,10,156,CARP,2,30,2,1,CARP:30,CARP:30:2,8,5
25539,10,156,CARP,2,30,6,1,CARP:30,CARP:30:2,8,5
25540,10,156,CARP,2,30,7,1,CARP:30,CARP:30:2,8,5
25541,10,156,CARP,2,30,8,1,CARP:30,CARP:30:2,8,5
25542,10,156,CARP,2,30,9,1,CARP:30,CARP:30:2,8,5
25021,10,156,CARP,1,35,1,1,CARP:35,CARP:35:1,8,5
25022,10,156,CARP,1,35,2,1,CARP:35,CARP:35:1,8,5
25026,10,156,CARP,1,35,6,1,CARP:35,CARP:35:1,8,5
25028,10,156,CARP,1,35,8,1,CARP:35,CARP:35:1,8,5
25029,10,156,CARP,1,35,9,1,CARP:35,CARP:35:1,8,5
25561,10,156,CARP,2,35,1,1,CARP:35,CARP:35:2,8,3
25565,10,156,CARP,2,35,5,1,CARP:35,CARP:35:2,8,3
25569,10,156,CARP,2,35,9,1,CARP:35,CARP:35:2,8,3
25048,10,156,CARP,1,39,1,1,CARP:39,CARP:39:1,8,6
25049,10,156,CARP,1,39,2,1,CARP:39,CARP:39:1,8,6
25050,10,156,CARP,1,39,3,1,CARP:39,CARP:39:1,8,6
25051,10,156,CARP,1,39,4,0,CARP:39,CARP:39:1,8,6
25053,10,156,CARP,1,39,6,1,CARP:39,CARP:39:1,8,6
25054,10,156,CARP,1,39,7,1,CARP:39,CARP:39:1,8,6
25592,10,156,CARP,2,39,5,1,CARP:39,CARP:39:2,8,2
25593,10,156,CARP,2,39,6,1,CARP:39,CARP:39:2,8,2
25099,10,156,CARP,1,55,7,1,CARP:55,CARP:55:1,8,3
25100,10,156,CARP,1,55,8,0,CARP:55,CARP:55:1,8,3
25101,10,156,CARP,1,55,9,1,CARP:55,CARP:55:1,8,3
25633,10,156,CARP,2,55,1,1,CARP:55,CARP:55:2,8,5
25635,10,156,CARP,2,55,3,1,CARP:55,CARP:55:2,8,5
25636,10,156,CARP,2,55,4,1,CARP:55,CARP:55:2,8,5
25639,10,156,CARP,2,55,7,1,CARP:55,CARP:55:2,8,5
25641,10,156,CARP,2,55,9,1,CARP:55,CARP:55:2,8,5
25156,10,156,CARP,1,66,1,1,CARP:66,CARP:66:1,8,5
25157,10,156,CARP,1,66,2,1,CARP:66,CARP:66:1,8,5
25159,10,156,CARP,1,66,4,1,CARP:66,CARP:66:1,8,5
25160,10,156,CARP,1,66,5,1,CARP:66,CARP:66:1,8,5
25161,10,156,CARP,1,66,6,1,CARP:66,CARP:66:1,8,5
25696,10,156,CARP,2,66,1,1,CARP:66,CARP:66:2,8,3
25699,10,156,CARP,2,66,4,1,CARP:66,CARP:66:2,8,3
25702,10,156,CARP,2,66,7,1,CARP:66,CARP:66:2,8,3
25210,10,156,CARP,1,95,1,1,CARP:95,CARP:95:1,8,5
25214,10,156,CARP,1,95,5,1,CARP:95,CARP:95:1,8,5
25215,10,156,CARP,1,95,6,1,CARP:95,CARP:95:1,8,5
25217,10,156,CARP,1,95,8,1,CARP:95,CARP:95:1,8,5
25218,10,156,CARP,1,95,9,1,CARP:95,CARP:95:1,8,5
25753,10,156,CARP,2,95,4,1,CARP:95,CARP:95:2,8,3
25755,10,156,CARP,2,95,6,1,CARP:95,CARP:95:2,8,3
25756,10,156,CARP,2,95,7,1,CARP:95,CARP:95:2,8,3
15652,8,147,CMP4,1,162,1,1,CMP4:162,CMP4:162:1,8,4
15657,8,147,CMP4,1,162,6,1,CMP4:162,CMP4:162:1,8,4
15659,8,147,CMP4,1,162,8,0,CMP4:162,CMP4:162:1,8,4
15660,8,147,CMP4,1,162,9,0,CMP4:162,CMP4:162:1,8,4
16194,8,147,CMP4,2,162,3,1,CMP4:162,CMP4:162:2,8,4
16196,8,147,CMP4,2,162,5,1,CMP4:162,CMP4:162:2,8,4
16199,8,147,CMP4,2,162,8,1,CMP4:162,CMP4:162:2,8,4
16200,8,147,CMP4,2,162,9,1,CMP4:162,CMP4:162:2,8,4
2192,3,121,COMM,1,13,5,1,COMM:13,COMM:13:1,8,3
2193,3,121,COMM,1,13,6,1,COMM:13,COMM:13:1,8,3
2196,3,121,COMM,1,13,9,1,COMM:13,COMM:13:1,8,3
2728,3,121,COMM,2,13,1,1,COMM:13,COMM:13:2,8,5
2730,3,121,COMM,2,13,3,1,COMM:13,COMM:13:2,8,5
2733,3,121,COMM,2,13,6,1,COMM:13,COMM:13:2,8,5
2734,3,121,COMM,2,13,7,1,COMM:13,COMM:13:2,8,5
2736,3,121,COMM,2,13,9,1,COMM:13,COMM:13:2,8,5
2296,3,121,COMM,1,42,1,1,COMM:42,COMM:42:1,8,4
2300,3,121,COMM,1,42,5,1,COMM:42,COMM:42:1,8,4
2301,3,121,COMM,1,42,6,1,COMM:42,COMM:42:1,8,4
2302,3,121,COMM,1,42,7,1,COMM:42,COMM:42:1,8,4
2838,3,121,COMM,2,42,3,1,COMM:42,COMM:42:2,8,4
2841,3,121,COMM,2,42,6,1,COMM:42,COMM:42:2,8,4
2842,3,121,COMM,2,42,7,1,COMM:42,COMM:42:2,8,4
2844,3,121,COMM,2,42,9,1,COMM:42,COMM:42:2,8,4
2341,3,121,COMM,1,47,1,1,COMM:47,COMM:47:1,8,2
2343,3,121,COMM,1,47,3,1,COMM:47,COMM:47:1,8,2
2881,3,121,COMM,2,47,1,1,COMM:47,COMM:47:2,8,6
2882,3,121,COMM,2,47,2,1,COMM:47,COMM:47:2,8,6
2883,3,121,COMM,2,47,3,1,COMM:47,COMM:47:2,8,6
2884,3,121,COMM,2,47,4,1,COMM:47,COMM:47:2,8,6
2885,3,121,COMM,2,47,5,1,COMM:47,COMM:47:2,8,6
2889,3,121,COMM,2,47,9,1,COMM:47,COMM:47:2,8,6
2404,3,121,COMM,1,67,1,1,COMM:67,COMM:67:1,8,3
2410,3,121,COMM,1,67,7,1,COMM:67,COMM:67:1,8,3
2411,3,121,COMM,1,67,8,1,COMM:67,COMM:67:1,8,3
2947,3,121,COMM,2,67,4,1,COMM:67,COMM:67:2,8,5
2948,3,121,COMM,2,67,5,1,COMM:67,COMM:67:2,8,5
2950,3,121,COMM,2,67,7,1,COMM:67,COMM:67:2,8,5
2951,3,121,COMM,2,67,8,1,COMM:67,COMM:67:2,8,5
2952,3,121,COMM,2,67,9,1,COMM:67,COMM:67:2,8,5
2440,3,121,COMM,1,71,1,1,COMM:71,COMM:71:1,8,5
2443,3,121,COMM,1,71,4,1,COMM:71,COMM:71:1,8,5
2445,3,121,COMM,1,71,6,1,COMM:71,COMM:71:1,8,5
2446,3,121,COMM,1,71,7,1,COMM:71,COMM:71:1,8,5
2447,3,121,COMM,1,71,8,1,COMM:71,COMM:71:1,8,5
2980,3,121,COMM,2,71,1,1,COMM:71,COMM:71:2,8,3
2981,3,121,COMM,2,71,2,1,COMM:71,COMM:71:2,8,3
2982,3,121,COMM,2,71,3,1,COMM:71,COMM:71:2,8,3
13386,6,139,CUIS,1,119,3,0,CUIS:119,CUIS:119:1,8,3
13389,6,139,CUIS,1,119,6,1,CUIS:119,CUIS:119:1,8,3
13391,6,139,CUIS,1,119,8,0,CUIS:119,CUIS:119:1,8,3
13924,6,139,CUIS,2,119,1,1,CUIS:119,CUIS:119:2,8,5
13925,6,139,CUIS,2,119,2,0,CUIS:119,CUIS:119:2,8,5
13926,6,139,CUIS,2,119,3,0,CUIS:119,CUIS:119:2,8,5
13927,6,139,CUIS,2,119,4,0,CUIS:119,CUIS:119:2,8,5
13932,6,139,CUIS,2,119,9,0,CUIS:119,CUIS:119:2,8,5
13456,6,139,CUIS,1,154,1,0,CUIS:154,CUIS:154:1,8,4
13459,6,139,CUIS,1,154,4,0,CUIS:154,CUIS:154:1,8,4
13461,6,139,CUIS,1,154,6,0,CUIS:154,CUIS:154:1,8,4
13462,6,139,CUIS,1,154,7,0,CUIS:154,CUIS:154:1,8,4
13997,6,139,CUIS,2,154,2,0,CUIS:154,CUIS:154:2,8,4
13999,6,139,CUIS,2,154,4,0,CUIS:154,CUIS:154:2,8,4
14001,6,139,CUIS,2,154,6,0,CUIS:154,CUIS:154:2,8,4
14004,6,139,CUIS,2,154,9,0,CUIS:154,CUIS:154:2,8,4
13231,6,139,CUIS,1,68,1,1,CUIS:68,CUIS:68:1,8,5
13235,6,139,CUIS,1,68,5,0,CUIS:68,CUIS:68:1,8,5
13237,6,139,CUIS,1,68,7,0,CUIS:68,CUIS:68:1,8,5
13238,6,139,CUIS,1,68,8,0,CUIS:68,CUIS:68:1,8,5
13239,6,139,CUIS,1,68,9,0,CUIS:68,CUIS:68:1,8,5
13772,6,139,CUIS,2,68,2,0,CUIS:68,CUIS:68:2,8,3
13773,6,139,CUIS,2,68,3,0,CUIS:68,CUIS:68:2,8,3
13778,6,139,CUIS,2,68,8,1,CUIS:68,CUIS:68:2,8,3
13241,6,139,CUIS,1,69,2,0,CUIS:69,CUIS:69:1,8,3
13244,6,139,CUIS,1,69,5,1,CUIS:69,CUIS:69:1,8,3
13247,6,139,CUIS,1,69,8,1,CUIS:69,CUIS:69:1,8,3
13782,6,139,CUIS,2,69,3,0,CUIS:69,CUIS:69:2,8,5
13783,6,139,CUIS,2,69,4,1,CUIS:69,CUIS:69:2,8,5
13784,6,139,CUIS,2,69,5,1,CUIS:69,CUIS:69:2,8,5
13785,6,139,CUIS,2,69,6,0,CUIS:69,CUIS:69:2,8,5
13787,6,139,CUIS,2,69,8,1,CUIS:69,CUIS:69:2,8,5
18469,9,150,DECK,1,23,1,1,DECK:23,DECK:23:1,8,2
18472,9,150,DECK,1,23,4,1,DECK:23,DECK:23:1,8,2
19009,9,150,DECK,2,23,1,1,DECK:23,DECK:23:2,8,6
19010,9,150,DECK,2,23,2,1,DECK:23,DECK:23:2,8,6
19011,9,150,DECK,2,23,3,1,DECK:23,DECK:23:2,8,6
19012,9,150,DECK,2,23,4,1,DECK:23,DECK:23:2,8,6
19013,9,150,DECK,2,23,5,1,DECK:23,DECK:23:2,8,6
19014,9,150,DECK,2,23,6,1,DECK:23,DECK:23:2,8,6
18523,9,150,DECK,1,42,1,1,DECK:42,DECK:42:1,8,2
18528,9,150,DECK,1,42,6,0,DECK:42,DECK:42:1,8,2
19063,9,150,DECK,2,42,1,1,DECK:42,DECK:42:2,8,6
19065,9,150,DECK,2,42,3,1,DECK:42,DECK:42:2,8,6
19066,9,150,DECK,2,42,4,1,DECK:42,DECK:42:2,8,6
19069,9,150,DECK,2,42,7,1,DECK:42,DECK:42:2,8,6
19070,9,150,DECK,2,42,8,1,DECK:42,DECK:42:2,8,6
19071,9,150,DECK,2,42,9,1,DECK:42,DECK:42:2,8,6
18697,9,150,DECK,1,74,4,0,DECK:74,DECK:74:1,8,3
18698,9,150,DECK,1,74,5,1,DECK:74,DECK:74:1,8,3
18701,9,150,DECK,1,74,8,0,DECK:74,DECK:74:1,8,3
19235,9,150,DECK,2,74,2,1,DECK:74,DECK:74:2,8,5
19236,9,150,DECK,2,74,3,1,DECK:74,DECK:74:2,8,5
19238,9,150,DECK,2,74,5,1,DECK:74,DECK:74:2,8,5
19240,9,150,DECK,2,74,7,1,DECK:74,DECK:74:2,8,5
19242,9,150,DECK,2,74,9,1,DECK:74,DECK:74:2,8,5
26356,10,157,DOGC,1,104,4,1,DOGC:104,DOGC:104:1,8,4
26358,10,157,DOGC,1,104,6,1,DOGC:104,DOGC:104:1,8,4
26359,10,157,DOGC,1,104,7,1,DOGC:104,DOGC:104:1,8,4
26360,10,157,DOGC,1,104,8,1,DOGC:104,DOGC:104:1,8,4
26896,10,157,DOGC,2,104,4,1,DOGC:104,DOGC:104:2,8,4
26897,10,157,DOGC,2,104,5,1,DOGC:104,DOGC:104:2,8,4
26900,10,157,DOGC,2,104,8,1,DOGC:104,DOGC:104:2,8,4
26901,10,157,DOGC,2,104,9,1,DOGC:104,DOGC:104:2,8,4
26362,10,157,DOGC,1,105,1,1,DOGC:105,DOGC:105:1,8,4
26364,10,157,DOGC,1,105,3,1,DOGC:105,DOGC:105:1,8,4
26365,10,157,DOGC,1,105,4,1,DOGC:105,DOGC:105:1,8,4
26370,10,157,DOGC,1,105,9,1,DOGC:105,DOGC:105:1,8,4
26903,10,157,DOGC,2,105,2,1,DOGC:105,DOGC:105:2,8,4
26904,10,157,DOGC,2,105,3,1,DOGC:105,DOGC:105:2,8,4
26907,10,157,DOGC,2,105,6,1,DOGC:105,DOGC:105:2,8,4
26909,10,157,DOGC,2,105,8,1,DOGC:105,DOGC:105:2,8,4
25975,10,157,DOGC,1,19,1,1,DOGC:19,DOGC:19:1,8,4
25979,10,157,DOGC,1,19,5,1,DOGC:19,DOGC:19:1,8,4
25980,10,157,DOGC,1,19,6,1,DOGC:19,DOGC:19:1,8,4
25981,10,157,DOGC,1,19,7,1,DOGC:19,DOGC:19:1,8,4
26515,10,157,DOGC,2,19,1,1,DOGC:19,DOGC:19:2,8,4
26516,10,157,DOGC,2,19,2,1,DOGC:19,DOGC:19:2,8,4
